ParticleFlux,MagnitudeofEnergyFlux,EnergyFluxX,EnergyFluxY,TimeStep
100,3.98653,2.74368,2.89216,1
100,4.07454,2.83464,2.92688,2
100,3.90525,2.94039,2.57003,3
100,3.97846,2.91037,2.71254,4
100,4.03699,3.13225,2.54682,5
100,3.77236,2.86143,2.45823,6
100,3.64259,2.65822,2.49045,7
100,3.7308,2.68881,2.58634,8
100,3.63638,2.83295,2.27984,9
100,3.65999,2.50235,2.67091,10
100,3.74977,2.75253,2.54644,11
100,3.66038,2.74578,2.42056,12
100,3.81586,2.73046,2.66559,13
100,3.87813,2.80394,2.67914,14
100,3.86566,2.95309,2.49451,15
100,3.9631,2.87815,2.72441,16
100,3.98,2.84641,2.78179,17
100,3.92891,2.88479,2.66727,18
100,4.03407,2.89079,2.81372,19
100,3.98259,2.87875,2.75205,20
100,3.91214,2.81378,2.71799,21
100,4.07223,2.78802,2.96816,22
100,3.95697,2.67609,2.91481,23
100,3.93115,2.87123,2.68513,24
100,4.13181,2.98285,2.8591,25
100,3.79158,2.76319,2.59631,26
100,3.84044,2.90514,2.51179,27
100,4.07536,3.06679,2.6839,28
100,3.86672,2.84852,2.61485,29
100,3.85547,2.98678,2.43798,30
100,4.14333,3.07413,2.77793,31
100,4.00897,3.05934,2.59081,32
100,3.86532,3.01638,2.41705,33
100,3.75625,2.63564,2.67634,34
100,3.90353,2.9749,2.52736,35
100,3.92665,3.06375,2.45602,36
100,4.00236,2.84108,2.81906,37
100,3.92663,2.91152,2.63466,38
100,3.92535,2.98739,2.54634,39
100,4.09035,2.96498,2.81778,40
100,3.81542,2.84655,2.54058,41
100,3.71469,2.78213,2.46144,42
100,3.93952,2.8457,2.72429,43
100,3.90472,2.91829,2.5943,44
100,4.02114,3.04851,2.62224,45
100,3.82974,2.78955,2.624,46
100,3.92948,3.0613,2.46358,47
100,4.13914,3.03301,2.81661,48
100,4.01716,2.93602,2.74178,49
100,3.95199,3.0135,2.55677,50
100,4.12127,3.07835,2.74018,51
100,4.13169,3.02178,2.81774,52
100,4.17316,3.11921,2.77232,53
100,4.05225,3.09043,2.62106,54
100,3.93657,3.00775,2.53969,55
100,4.01738,2.86918,2.81196,56
100,4.2418,3.11801,2.87592,57
100,3.97442,2.85987,2.75992,58
100,3.90345,2.89089,2.62292,59
100,4.21228,3.11132,2.83954,60
100,3.93963,2.92894,2.63477,61
100,4.00195,3.02053,2.62526,62
100,4.06858,3.10911,2.62426,63
100,4.14552,2.99393,2.86736,64
100,3.89373,2.97798,2.50854,65
100,3.97916,3.05881,2.54508,66
100,3.92882,2.98507,2.55441,67
100,4.04133,3.19829,2.47049,68
100,4.03207,3.14887,2.51838,69
100,3.89753,3.0886,2.37724,70
100,4.0572,3.12692,2.58519,71
100,4.18459,3.32934,2.53502,72
100,4.14522,3.22371,2.60587,73
100,4.09008,3.13004,2.63279,74
100,4.18752,3.28697,2.59444,75
100,4.21904,3.21939,2.72688,76
100,3.843,2.88491,2.53889,77
100,4.04507,3.08071,2.62142,78
100,4.06412,3.01568,2.72447,79
100,4.14766,3.178,2.66522,80
100,4.20746,3.43278,2.43284,81
100,3.9107,2.92497,2.59579,82
100,4.11509,3.10953,2.69532,83
100,4.35623,3.48011,2.62023,84
